# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Yaw,Pitch,Roll,Error_(m),X_error,Y_error,Z_error,Error_(deg),Yaw_error,Pitch_error,Roll_error,X_est,Y_est,Z_est,Yaw_est,Pitch_est,Roll_est
DJI_0074.JPG,-116.713941,43.168704,1379.838000,90.300000,0.000000,-0.000000,1.123530,-0.338108,-0.984852,0.421982,2.543282,2.508433,-0.114801,-0.403570,-116.713945,43.168695,1380.259982,92.808433,-0.114801,-0.403570
DJI_0075.JPG,-116.713896,43.168703,1379.938000,90.200000,0.000000,-0.000000,1.282608,0.657599,-0.982570,0.497196,1.559176,1.513579,-0.084459,-0.364656,-116.713888,43.168695,1380.435196,91.713579,-0.084459,-0.364656
DJI_0076.JPG,-116.713824,43.168703,1379.938000,90.100000,0.000000,-0.000000,1.147152,-0.162223,-0.998328,0.541278,0.949995,0.879698,-0.130405,-0.334091,-116.713826,43.168694,1380.479278,90.979698,-0.130405,-0.334091
DJI_0077.JPG,-116.713776,43.168702,1379.938000,90.100000,0.000000,-0.000000,1.378213,0.716208,-0.951027,0.694308,0.425444,0.269388,0.106580,-0.311566,-116.713767,43.168693,1380.632308,90.369388,0.106580,-0.311566
DJI_0078.JPG,-116.713729,43.168702,1380.038000,90.100000,0.000000,-0.000000,2.066847,1.686672,-0.957863,0.713787,0.665088,-0.234219,0.544400,-0.301847,-116.713708,43.168694,1380.751787,89.865781,0.544400,-0.301847
DJI_0079.JPG,-116.713658,43.168701,1380.038000,90.100000,0.000000,-0.000000,1.581294,0.815154,-0.976226,0.939679,0.718001,-0.562567,-0.320158,-0.310713,-116.713648,43.168693,1380.977679,89.537433,-0.320158,-0.310713
DJI_0080.JPG,-116.713611,43.168702,1380.138000,90.100000,0.000000,-0.000000,2.303433,1.927670,-0.918783,0.863558,1.036581,-0.846366,-0.466542,-0.374837,-116.713587,43.168693,1381.001557,89.253634,-0.466542,-0.374837
DJI_0081.JPG,-116.713539,43.168702,1380.038000,90.000000,0.000000,-0.000000,1.563449,0.795245,-0.927862,0.975208,1.042225,-0.977499,-0.051842,-0.357829,-116.713529,43.168694,1381.013208,89.022501,-0.051842,-0.357829
DJI_0082.JPG,-116.713492,43.168701,1380.038000,90.000000,0.000000,-0.000000,2.261131,1.839454,-0.861234,0.993679,1.306185,-1.222689,0.285727,-0.359878,-116.713469,43.168693,1381.031679,88.777311,0.285727,-0.359878
DJI_0083.JPG,-116.713419,43.168700,1380.138000,90.100000,0.000000,-0.000000,1.320166,0.709668,-0.821991,0.750693,1.622177,-1.420970,0.690480,-0.368159,-116.713410,43.168693,1380.888693,88.679030,0.690480,-0.368159
DJI_0084.JPG,-116.713370,43.168701,1380.038000,90.000000,0.000000,-0.000000,1.974782,1.596591,-0.756846,0.881956,1.762629,-1.455460,0.907476,-0.406184,-116.713351,43.168694,1380.919955,88.544540,0.907476,-0.406184
DJI_0085.JPG,-116.713299,43.168701,1380.138000,90.000000,0.000000,-0.000000,1.201627,0.464326,-0.699740,0.859461,2.006651,-1.432145,1.348695,-0.395770,-116.713293,43.168694,1380.997461,88.567855,1.348695,-0.395770
DJI_0086.JPG,-116.713250,43.168701,1380.138000,90.000000,0.000000,-0.000000,1.849384,1.475164,-0.722880,0.849444,1.778700,-1.389738,1.044434,-0.376244,-116.713232,43.168695,1380.987444,88.610262,1.044434,-0.376244
DJI_0087.JPG,-116.713179,43.168701,1380.138000,90.000000,0.000000,-0.000000,1.179120,0.607135,-0.681434,0.746564,1.581782,-1.411459,0.625207,-0.344867,-116.713171,43.168695,1380.884564,88.588541,0.625207,-0.344867
DJI_0088.JPG,-116.713131,43.168701,1380.138000,90.000000,0.000000,-0.000000,1.891784,1.633045,-0.664402,0.685987,1.420244,-1.302870,0.484759,-0.290915,-116.713111,43.168695,1380.823987,88.697130,0.484759,-0.290915
DJI_0089.JPG,-116.713059,43.168701,1380.138000,90.000000,0.000000,-0.000000,1.182207,0.586632,-0.678941,0.769751,1.341904,-1.246999,0.372604,-0.326905,-116.713052,43.168694,1380.907751,88.753001,0.372604,-0.326905
DJI_0090.JPG,-116.713011,43.168701,1380.038000,90.000000,0.000000,-0.000000,1.904507,1.564472,-0.738022,0.796805,1.216680,-1.151657,0.199547,-0.337901,-116.712992,43.168694,1380.834805,88.848343,0.199547,-0.337901
DJI_0091.JPG,-116.712939,43.168701,1380.038000,90.000000,0.000000,-0.000000,1.276681,0.678640,-0.731636,0.796286,1.175195,-1.103776,0.098730,-0.391169,-116.712930,43.168694,1380.834286,88.896224,0.098730,-0.391169
DJI_0092.JPG,-116.712892,43.168700,1380.038000,90.000000,0.000000,-0.000000,1.953272,1.535441,-0.761472,0.936938,1.173188,-1.095290,0.186829,-0.376569,-116.712873,43.168694,1380.974938,88.904710,0.186829,-0.376569
DJI_0093.JPG,-116.712843,43.168699,1380.138000,90.000000,0.000000,-0.000000,2.701029,2.499259,-0.776047,0.668591,1.052924,-0.986670,0.002625,-0.367593,-116.712813,43.168692,1380.806590,89.013330,0.002625,-0.367593
DJI_0094.JPG,-116.712773,43.168698,1380.038000,90.000000,0.000000,-0.000000,1.829350,1.593011,-0.676587,0.592509,0.956184,-0.867188,-0.096876,-0.391008,-116.712754,43.168692,1380.630509,89.132812,-0.096876,-0.391008
DJI_0095.JPG,-116.712725,43.168699,1380.138000,89.900000,0.000000,-0.000000,2.675186,2.470818,-0.743694,0.706112,0.794759,-0.614465,-0.322293,-0.387557,-116.712695,43.168692,1380.844112,89.285535,-0.322293,-0.387557
DJI_0096.JPG,-116.712653,43.168699,1380.138000,89.900000,0.000000,-0.000000,1.695385,1.350308,-0.764236,0.683332,0.715044,-0.562508,0.237920,-0.371842,-116.712636,43.168692,1380.821331,89.337492,0.237920,-0.371842
DJI_0097.JPG,-116.712605,43.168699,1380.138000,89.900000,0.000000,-0.000000,2.452943,2.238779,-0.810115,0.590351,0.682114,-0.431150,0.373297,-0.374218,-116.712578,43.168692,1380.728351,89.468850,0.373297,-0.374218
DJI_0098.JPG,-116.712532,43.168699,1380.138000,89.900000,0.000000,-0.000000,1.583783,1.187712,-0.853057,0.608279,0.696053,-0.386567,0.442294,-0.373406,-116.712517,43.168692,1380.746279,89.513433,0.442294,-0.373406
DJI_0099.JPG,-116.712484,43.168700,1380.038000,90.000000,0.000000,-0.000000,2.283119,2.030995,-0.854229,0.598315,0.810723,-0.382065,0.598585,-0.391145,-116.712459,43.168692,1380.636315,89.617935,0.598585,-0.391145
DJI_0100.JPG,-116.712411,43.168700,1380.038000,90.000000,0.000000,-0.000000,1.429636,0.917621,-0.894858,0.633292,0.977262,-0.324586,0.835215,-0.390001,-116.712400,43.168692,1380.671292,89.675414,0.835215,-0.390001
DJI_0101.JPG,-116.712364,43.168699,1380.038000,90.000000,0.000000,-0.000000,2.148100,1.851987,-0.855317,0.672985,0.697518,-0.199826,0.560293,-0.364243,-116.712341,43.168692,1380.710985,89.800174,0.560293,-0.364243
DJI_0102.JPG,-116.712292,43.168698,1380.038000,90.000000,0.000000,-0.000000,1.312329,0.735174,-0.811256,0.723597,0.953082,-0.126398,0.862520,-0.385288,-116.712283,43.168691,1380.761597,89.873602,0.862520,-0.385288
